apm_code,nombre,estado,lifecycle_status,clase_aplicacion,tipo_de_aplicacion,icr_relevant,data_protection_relevant
AP07671,KOFAX,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP20211,KOSMOS,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP36095,Kpi Perfomance,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP02222.04,KRONOS - Costes Pago de Peajes,Active,Validated,Business Transactional,Custom (developed from the scratch),false,false
AP02222.06,KRONOS - CS,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP02222.03,KRONOS - Expdtes de Anormalidad / Fraude,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP02222.05,KRONOS - Gestor de tareas,Active,Production,Business Transactional,Custom (developed from the scratch),true,false
AP02222.01,KRONOS - Medidas BT/BP (baja tensión / baja presión),Active,Production,Business Transactional,Custom (developed from the scratch),true,false
AP02222.02,KRONOS - Medidas MT,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP02222,KRONOS EE,Active,Production,Business Transactional,Custom (developed from the scratch),true,true
SO00259,KUBEINSIGHT,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
AP15951,KUSTER K10,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP14611,KYC - Mercurio,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP36554,Laboratorio de Aceites EI,Active,Validated,Business Transactional,Custom (developed from the scratch),false,false
AP10831.02,LambdaEdgeProject,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP30371.01,Lambda_Edge,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP35770,LARA,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP16451,LAS - Leica Application Suite,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36777,Laudos_Contigência,In Review,Definition,Power APP,,false,false
AP31911.01,LBOQ,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP35058.01,LCA Management Support,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP09433,LCE Italia,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP35510,Lead Management,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP35611,Lectura Mobile T2 T3,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP35611.01,Lectura Mobile T2 T3  Android,Active,Validated,Business Transactional,Custom (developed from the scratch),false,false
AP06952.02,Legacy DC,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36214,Legacy eMobility Salesforce,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),true,false
DD00062,Legal and Financial Entity Management,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP31871,Legal Beauty Contest,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36327,LegalQ&A,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP02269,LEGO,Active,Production,Business Transactional,Custom (developed from the scratch),true,false
IT05890.02,Lego (SAS),Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP35773,Leica GEOMOS,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP05508,LENGUAJE NATURAL- PREGUNTA ABIERTA,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36405,Libros Contables Electrónicos,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36833,Licencias O&M Iberia,In Review,Definition,,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36545,Light data gathering PoC,Active,Validated,PoC (Proof of Concept),COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36299,LIMS Sao Paulo Brazil,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04714,LINUX Management Infrastructure,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP05710,LIQUIDACIONES,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP35731,Liquidador CFC,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP35708,Liquidador Colombia,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
IT04283.02,Lista Priorità MSD,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04557,LMS BRAZIL,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04554,LMS PERU,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP04002,LMS Spain,Active,Production,Business Transactional,Custom (developed from the scratch),true,false
IT02181,LMSB,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
IT05992,LOC@LIZA,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,true
AP31471,Local Control Room - EGP ROMANIASDI eXpert SW app,Active,Production,ICS-OT,COTS (Commercial Off-The-Shelf customized),false,false
AP22671,Local Control Room Greece,Active,Production,ICS-OT,COTS (Commercial Off-The-Shelf customized),false,false
AP22211,Local Control Room South Africa,Active,Production,ICS-OT,COTS (Commercial Off-The-Shelf customized),false,false
AP36360,Localizador Fallas por Onda Viajera,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
AP36560,Lockscreen,Active,Validated,Business Transactional,Custom (developed from the scratch),false,false
DD00039,Logistic; Warehouse and Material Management Data,In Review,Definition,,,false,false
AP01918,LOGISTICA,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
DD00074,Logistics,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
AP17151.01,LPM,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP17092,LSI-Lastem - Gestione Rete Meteo,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
IT06366.02,LTI,Active,Production,Business Transactional,Custom (developed from the scratch),true,true
AP04482,Ludycommerce,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),true,false
DD00078,Trading Compliance,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP04761.44,M&S SAP ECC (S4P) IT-- Certificazione Unica,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP04761.47,M&S SAP ECC (S4P) IT-- PianoDeiConti MDM,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP04761.46,M&S SAP ECC (S4P) IT-- WF Canoni,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP04761.45,M&S SAP ECC (S4P) IT-- WF Pagamenti,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,true
AP32399,M2M Fuel Switching,Active,Validated,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP01711.10,Macro Finanzas caja,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP03584,MAGIA,Active,Production,Business Transactional,Custom (developed from the scratch),true,true
AP16551,MagIC net,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP17111,MAGNET TOOLS,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36572,magnews - massive mailing,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36241,Magnit VMS  (formerly Wand),Active,Validated,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP09451.03,Mail Infrastructure,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP09451.06,Mail Infrastructure Mass Mailing,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
IT06377,Mail Registry,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
IT06377.01,Mail Registry Distribution,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP35161,Mainsim,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
DD00038,Maintenance Data,In Review,Definition,,,false,false
AP29591,Managed Container Services Infrastructure,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP06163.03,Managed Container Test Infrastructure,Active,Validated,PoC (Proof of Concept),COTS (Commercial Off-The-Shelf customized),false,false
AP35730,Management of Infocert authentication certificates and qualified signatures ,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36761,MANAGER DELLA QUALITA' 2023,In Review,Definition,Power APP,,false,false
IT05931,MANTIS COLOMBIA,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP36839,Manufacturing management system ? Complete.,In Review,Definition,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP32552,MAPE EMGESA,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP05058.08,MaRe,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP05058.32,MaRe BT,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP05058.09,MaRe Mobile,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP05060.11,MARE MT Romania,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP05060.10,MARE TC Romania,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP05058.10,MaReAT mobile,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP05058.33,MaReBT Mobile,Active,Validated,Business Analytics,Custom (developed from the scratch),false,false
AP09411,MareLite Web,In Review,Definition,Business Transactional,,false,false
AP05058.11,MaReMT Mobile,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP05058.12,MaReTC Mobile,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP04473,MARGIN CONTROL SYSTEM LATAM,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),true,false
SO00240,Margine Integrato Solution,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00085,Market Analysis for Strategic Development,In Review,Definition,Technical infrastructures,Custom (developed from the scratch),false,false
AP36448,MARKET ITALY SUPPORT,Active,Validated,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP36502,MARKET REPOSITORY BRASILE,Active,Validated,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
SO00232,Market Repository Global,In Review,Definition,Technical infrastructures,Custom (developed from the scratch),false,false
SO00207,Market Repository Iberia,Active,Validated,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36503,MARKET REPOSITORY LATAM,Active,Validated,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP04872,Market Romania CRM Indirect Sales,Active,Read Only,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
DD00077,Market Strategy,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00077.01,Market Strategy ? Italy,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
AP05200.03,Market Surveillance EMUC,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP02279,MARKETING AC3,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP32400,Marketing Cloud Enel Energia,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP22051,Marketing Cloud Global Enel X,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP13571,Marketing Cloud Romania,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP04948.01,MARKO BACKEND,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04948.06,MARKO DIGITAL TWIN,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
AP04948,MARKO GLOBAL,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04948.03,MARKO MOBILE,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04948.07,MARKO SMARTGLASSES,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
AP05552.03,Mashery Local  COS/Data Hub,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
AP05552.01,Mashery Local  COS/PEOPLE,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP15791.01,Mashery Local USA,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36805,MASI,In Review,Definition,Power APP,,false,false
AP36313,MatchingTool,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),true,false
AP36001,MATERIALS QUALITY ANALYSIS,In Review,Definition,,,false,false
AP21831.05,Matisse Models,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP21831.04,Matisse Solution,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04748,MATRA,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP29031,Matriz de Riesgo,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP12891.02,MAYDAY,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP04952,MCM GLOBAL,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04952.02,MCM ITALY MOBILE,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04952.01,MCM ITALY WEB,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04952.04,MCM SPAIN MOBILE,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04952.03,MCM SPAIN WEB,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP32397.26,MDB,Active,Validated,Business Analytics,Custom (developed from the scratch),false,false
AP12471.04,MDbot.,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP32296,MDM MobiControl São Paulo Brazil,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04399.02,ME - Badge (Android) ,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP04399.01,ME - Badge (iOS),Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
SO00260,ME - Car Pooling,In Review,Definition,Business Transactional,Custom (developed from the scratch),false,false
AP06390,ME - Documents,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,true
AP36197,ME - General Services,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36197.03,ME - General Services (Italia),Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP36197.01,ME - General Services (Romania),Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP36197.02,ME - General Services (Spagna),Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04826,ME - GoSign,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP18691.01,ME - GoSign Android mobile App,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP04826.04,ME - GoSign HUB,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP18691.02,ME - GoSign iOS mobile App,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP18691,ME - GoSign Mobile App,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP32404,ME - HSEQ Documents,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP32403,ME - HSEQ Processes,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),true,true
AP35756,ME - Mobility,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),true,false
AP05352.14,ME - Mobility (Reporting),Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP04745,ME - Office,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,true
AP32401,ME - Open Listening,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP35148,ME - Organizational Documents,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP20571,ME - Orgchart Enel,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
SO00095,ME - Parking,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP35915,ME - People Growing,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP32132,ME - Portal,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,true
AP32132.01,ME - Portal (Android),Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP32132.02,ME - Portal (iOS),Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP07632,ME - Profile,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP36030,ME - Security (Argentina),Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP35954,ME - Security (Brazil),Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,true
AP35956,ME - Security (Chile),Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,true
AP35973,ME - Security (Colombia),Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP35934,ME - Security (ENA),Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36200,ME - Security (Holding),Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP10771,ME - Security (Italy),Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,true
AP35952,ME - Security (Mexico),Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36036,ME - Security (Peru),Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP35953,ME - Security (Spain),Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP35914,ME - Servizi alla persona,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
SO00113,ME - Servizi di Sede,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP36186,ME - Soluzioni Assistive,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP32132.03,ME - Succession Plan,Active,Production,Business Transactional,Custom (developed from the scratch),true,false
IT06366.24,ME - TIME - Mobile Versione Android - SAP HR Italia (HRP),Active,Production,Business Transactional,Custom (developed from the scratch),false,false
IT06366.25,ME - TIME - Mobile Versione IoS  - SAP HR Italia (HRP),Active,Production,Business Transactional,Custom (developed from the scratch),false,false
IT06366.14,ME - TIME - SAP HR Italia (HRP),Active,Production,Business Transactional,Custom (developed from the scratch),true,true
AP09151,ME - Travel,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP06390.09,ME DOC ADMIN - Argentina,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP06390.11,ME DOC ADMIN - Brasil,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP06390.04,ME DOC ADMIN - Chile,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP06390.08,ME DOC ADMIN - Colombia,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP06390.07,ME DOC ADMIN - ENA,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP06390.02,ME DOC ADMIN - Italy,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP06390.05,ME DOC ADMIN - Peru,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP06390.10,ME DOC ADMIN - Romania,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP06390.12,ME DOC ADMIN - Small Countries,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP06390.03,ME DOC ADMIN - Spain,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP35974,ME ? Open Feedback Evaluation,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,true
AP05352.16,ME ? Parking Reporting,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP04026.27,ME-CA,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP04026.28,ME-CC,Active,Validated,Business Analytics,Custom (developed from the scratch),false,false
AP04031.17,ME-CC Spain,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP04026.29,ME-CE,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP35854.04,ME-CE Chile,Active,Validated,Business Analytics,Custom (developed from the scratch),false,false
AP35854.03,ME-CE Colombia,Active,Validated,Business Analytics,Custom (developed from the scratch),false,false
AP04031.13,ME-CE Spain,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP04026.30,ME-DI,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP06924,ME-eDucation,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),true,true
AP04026.31,ME-FA,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP04026.42,ME-GE,Active,Validated,Business Analytics,Custom (developed from the scratch),false,false
AP04026.32,ME-GM,Active,Validated,Business Analytics,Custom (developed from the scratch),false,false
AP04026.33,ME-HR,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP04031.12,ME-IE Spain,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP04026.34,ME-LI,Active,Validated,Business Analytics,Custom (developed from the scratch),false,false
AP04026.35,ME-LM,Active,Validated,Business Analytics,Custom (developed from the scratch),false,false
AP36222,ME-Plan,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP04026.36,ME-RE,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP04031.14,ME-RE Spain,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP04026.44,ME-SI Italy,Active,Validated,Business Analytics,Custom (developed from the scratch),false,false
AP04031.20,ME-SI Spain,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
SO00239,Me-Sign 2.0,In Review,Definition,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP04026.24,ME-VE,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP04031.16,ME-VE Spain,Active,Production,Business Analytics,Custom (developed from the scratch),false,true
AP04026.37,ME-WO,Active,Validated,Business Analytics,Custom (developed from the scratch),false,false
AP35854.06,ME-WO Chile,Active,Validated,Business Analytics,Custom (developed from the scratch),false,false
AP35854.05,ME-WO Colombia,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
IT05990.07,MEDAS,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),true,false
AP05308,MEDAS_Compostilla,Active,Production,ICS-OT,Custom (developed from the scratch),true,false
AP05316,MEDAS_Teruel,Active,Production,ICS-OT,Custom (developed from the scratch),true,false
DD00030,Media Asset Management,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP35592,Media Planning,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP24532.08,Medicina e Saúde I&N - São Paulo,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,true
AP36630,Medicina Laboral (Argentina),Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP29511,MEFFIN - Cloudd Infrastructure management and monitoring,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP35965,Merchants Fleet ,Active,Validated,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
IT06066,Mercurio,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,true
AP04415.44,Microservices_CBLong,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
AP02014,MERIDIAN - Chile G&T,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP35886,MERIDIAN ARGENTINA I&N,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
SO00086,Merit Order Solution,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP03584.02,MERLIN,Active,Production,Business Transactional,Custom (developed from the scratch),true,false
AP35028,Metaclip,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36229,METEOLOGICA,Active,Validated,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP04026.43,METER,Active,Validated,Business Analytics,Custom (developed from the scratch),false,false
AP35854.14,METER Chile,Active,Validated,Business Analytics,Custom (developed from the scratch),false,false
AP35854.13,METER Colombia,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP04384.03,Metering-BELVIS,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),true,false
AP04384.02,Metering-Belvisyon,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),false,false
AP04384.01,Metering-SODA,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),true,false
AP04384,Metering_Platform,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),true,false
AP09491,Metering_South Africa,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36738,METRIC,Active,Validated,Power APP,Custom (developed from the scratch),false,false
AP36323.10,Mexico Local OT Infrastructure,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36041,MFWEB - Gestão de Documentos Digitais,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP31652.09,MG prompt,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
AP35671,MHT Enel Gx,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP36247,MicroBeat,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
AP04415.29,Microservices Ingestion,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP04415.19,Microservices_API_EM,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP04415.45,Microservices_CapacityMarket,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
AP04415.35,Microservices_Competitor_Behaviour,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP04415.16,Microservices_DataVisualization,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP04415.27,Microservices_EMI_HydroForecasting,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP04415.41,Microservices_fwd_curves,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP04415.28,Microservices_Imbalance,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP04415.36,Microservices_Mgp_Program,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP04415.40,Microservices_Modello_Previsione_Gas,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP04415.38,Microservices_NA_Contract_Management,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP04415.20,Microservices_SharedServices,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP04415.43,Microservices_ShortTermPowerPriceEU,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP04415.42,Microservices_SimGas,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
AP04415.34,Microservices_Tso_needs,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP04415.18,Microservices_TS_Models,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP04415.37,Microservices_ts_pipes,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP09051,Middle Office Database - Porfolio Agile,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP04698,Middleware SW Infrastructure,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
IT00681,MIND,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
IT00681.14,MIND - Sistema Indennitario.,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
IT00681.09,MIND-AMX-BPM,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
IT00681.16,MIND-BPAG,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
IT00681.08,MIND-Gestione Prezzi,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
IT00681.07,MIND-MDM,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
IT00681.01,MIND-MUTI,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
IT00681.04,MIND-R2DCP,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
IT00681.02,MIND-R2DELE,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
