apm_code,country
AP31964,USA
AP31964.02,United States of America
AP31964.02,USA
AP11091,Global
AP23553.42,Panama
AP23553.42,Guatemala
AP23553.42,Costa Rica
AP04026.13,Italy
AP36005,Global
AP36017,Global
AP04830,Global
AP36123,Global
AP36795,Peru
AP03959,Brazil
AP03959.02,Brazil
AP03959.04,Brazil
AP03959.03,Brazil
AP03959.01,Brazil
AP01801,Colombia
IT01067,Italy
IT01067.02,Italy
IT01067.01,Italy
IT01881,Italy
AP35141,Italy
SO00072,Italy
SO00114,Italy
SO00067,Italy
AP01872.03,Global
AP19772,Global
AP01872.04,Global
AP36585,Global
AP01872.02,Global
AP23553.21,Argentina
AP23553.44,Australia
AP23553.23,Brazil
AP23553.38,Chile
AP23553.08,Chile
AP23553.24,Colombia
AP01872,Global
AP28111,Spain
AP28111.03,Spain
AP28111.01,Spain
AP23553.45,India
AP23553.46,Italy
AP23553.03,Italy
AP23553.07,Italy
AP23553.02,Italy
AP23553.20,Italy
AP23553,Peru
AP23553,Colombia
AP23553,Brazil
AP23553,Chile
AP23553,Argentina
AP23553,Panama
AP23553,Guatemala
AP23553,Costa Rica
AP23553,Italy
AP23553,Greece
AP23553,Romania
AP23553,India
AP23553,Australia
AP23553,South Africa
AP23553,Morocco
AP23553,Zambia
AP23553.25,Mexico
AP23553.43,Morocco
AP31964.01,United States of America
AP31964.01,Canada
AP31964.01,USA
AP23553.22,Peru
AP23553.01,Romania
AP23553.19,South Africa
AP23553.19,Zambia
AP19952.16,Chile
AP19952.30,Colombia
AP19952.31,Colombia
AP01993,Global
IT05990,Spain
AP19952.12,Italy
AP19952.04,Italy
AP19952.02,Italy
AP19952.01,Italy
AP19952.10,Italy
AP19952.09,Italy
AP19952.08,Italy
AP19952.05,Italy
AP19952.07,Italy
AP19952.06,Italy
AP19952.11,Italy
AP19952.03,Italy
AP19952,Italy
AP19952,Argentina
AP19952,Chile
AP19952,Peru
AP19952,Colombia
AP19952.26,Peru
AP19952.29,Peru
AP19952.27,Peru
AP19952.28,Peru
AP01987,Spain
AP35834,Colombia
AP04846,Spain
AP36256,Brazil
AP36257,Brazil
AP36258,Global
DD00025,Global
AP35643,Global
AP14326,Brazil
AP14326.04,Brazil
AP14326.01,Brazil
AP14326.03,Brazil
AP14326.06,Brazil
AP36076,Argentina
AP05208.06,Argentina
AP05208.08,Argentina
AP05208.07,Brazil
AP05208.03,Chile
AP05208.04,Colombia
AP05208,Chile
AP05208,Argentina
AP05208,Brazil
AP05208,Peru
AP05208,Colombia
AP02260.02,Spain
AP05208.05,Peru
AP36169.03,Spain
AP36804,Chile
AP36775,Spain
AP05133,Spain
AP01718,Argentina
AP01718.01,Argentina
AP30771,Spain
AP08091.01,Argentina
AP08091.03,Brazil
AP08091.06,Brazil
AP08091.02,Chile
AP08091.04,Colombia
AP08091.09,Brazil
AP08091.07,Chile
AP08091.08,Peru
AP08091,Argentina
AP08091,Brazil
AP08091,Chile
AP08091,Colombia
AP08091,Peru
AP08091.05,Peru
AP36292,Colombia
AP06163.04,Global
AP08571,Romania
AP35725,Italy
AP36856,Italy
AP35090,Global
AP35056.04,Global
AP35612,Global
AP35056,Global
AP35642,Italy
AP35651,Global
AP35651.01,Global
AP35683.01,Italy
AP35683,Italy
AP35646,Global
AP35675,Global
SO00046,Global
AP35573,Global
AP35548,Global
AP35558,Global
AP35558.01,Global
SO00124,Global
AP35695.03,Italy
AP35695.02,Italy
AP35555,Global
SO00005,Italy
AP35609,Global
AP35670,Italy
SO00053,Global
AP35695.04,Italy
AP35695.01,Italy
AP35686,Global
AP35674,Global
AP35695,Italy
AP35564,Global
SO00029,Italy
AP35694,Italy
AP35513,Spain
AP35513,Portugal
AP12553,Italy
AP36708,Colombia
AP36709,Colombia
AP03932,Chile
AP23351,Colombia
AP04524,Chile
AP04472,Peru
AP31914,Panama
AP04431,Italy
AP36703,Spain
AP36681,Spain
AP36624,Spain
AP07231.21,Italy
AP07872.64,Italy
AP17094,Italy
IT06076,Peru
AP17151.03,Spain
AP17151.04,Spain
AP35132,Global
AP35132.01,Global
AP35101.05,Italy
AP24532.11,Brazil
AP36517,Brazil
AP35074,Brazil
AP35073,Brazil
AP36638,Brazil
AP36771,Brazil
AP36590,Brazil
AP36375,Chile
AP01750,Brazil
AP36643,Brazil
AP01711.09,Argentina
AP32292,Brazil
AP32293,Brazil
AP36487,Brazil
AP35562,Brazil
AP28391,Peru
AP04125.04,Spain
AP32412,Brazil
AP32413,Brazil
AP05096.07,Peru
AP36832,Brazil
AP35076,Brazil
AP35927,Argentina
AP36682,Brazil
AP35970,Brazil
AP35971,Brazil
AP35678,Brazil
AP35524,Brazil
AP36277,Brazil
AP36297,Mexico
AP04363,Chile
AP04363,Colombia
AP24532.09,Brazil
AP06916.01,Spain
AP35863,Mexico
AP01761.03,Brazil
AP36292.01,Colombia
AP06932,Italy
IT04281.04,Italy
IT04281.04,Spain
IT04281.04,Romania
IT04281,Italy
IT04281.07,Italy
AP36123.09,Global
AP36123.13,Global
AP36123.16,Global
AP35058,Global
AP05685,Italy
IT04281.08,Italy
IT04881,Italy
AP21831.01,Italy
AP26711,Italy
AP12592,Italy
AP12592,Spain
AP12592,Romania
IT01601,Italy
DD00086,Global
DD00086.01,Italy
AP30671,Brazil
AP31211,Italy
AP36687,Global
AP36672.01,Global
AP35147,Global
AP36716,Global
AP31916,Global
AP11911,Colombia
AP14324,Brazil
SO00136,Global
AP36698,Brazil
AP13772,Italy
AP13772,Spain
AP29791,Colombia
AP15871,Italy
AP18151,Italy
AP18151.01,Italy
AP36803,USA
AP35983,Global
AP05058.25,Italy
AP01952.08,Spain
AP36844,Spain
AP03864,Spain
AP08811,Spain
AP05672,Spain
AP35955,Global
AP10191,Spain
AP05671,Spain
AP04440.01,Global
AP04440.02,Global
AP05192,Spain
AP31811,Global
AP31811.01,Global
AP31811.03,Global
AP35815,Argentina
AP32353,Global
IT06162.01,Portugal
IT06162.01,Spain
IT06023,Portugal
IT06023,Spain
IT06162,Portugal
IT06162,Spain
AP35101.02,Italy
AP35101.01,Italy
AP35803,Romania
AP35034,Argentina
AP36081,Panama
AP03801,Colombia
AP01828,Spain
AP08471,Global
AP05670,Global
AP35777,Italy
IT06092,Spain
AP05772.01,Italy
AP07931.03,Global
IT00037.02,Italy
AP02094.10,Peru
AP02261,Spain
AP31013,United States of America
AP31013,USA
AP31652,Global
AP11552,Global
AP35740,Global
AP35033,Global
AP11552.18,Global
AP35010.09,Global
IT05762,Portugal
IT05762,Spain
IT05877,Chile
AP35061,Global
AP35071,United States of America
AP35071,USA
AP36800,USA
AP18611,Italy
AP36050,Greece
AP04821,Colombia
AP35780,Global
AP36353,Brazil
IT05665,Colombia
AP09432.03,Global
AP04261.49,Global
AP04308,Spain
AP35808,Peru
AP36252,Italy
AP36606,Romania
AP35737,Romania
IT05878,Spain
IT05897.09,Spain
AP35131,Spain
SO00231,Spain
SO00222,Global
AP11811,Global
AP36477,Italy
AP02040,Chile
AP09811.02,Italy
AP09811.01,Italy
AP36656,Mexico
AP31112.01,Global
IT06705,Global
AP29655,Brazil
AP35661,Brazil
AP36817,Global
AP36658,Global
AP06078,Global
AP05477,Brazil
IT05763,Brazil
AP36789,Global
AP35844.01,Spain
AP36093,Italy
AP36093.01,Global
IT01281,Italy
AP04285,Italy
AP04285.01,Italy
AP01837,Italy
AP01837.06,Italy
AP19971.02,Italy
AP01837.08,Italy
AP01837.07,Italy
AP19971,Italy
AP01837.15,Italy
AP01837.14,Italy
AP01837.12,Italy
AP01837.01,Italy
AP01837.03,Italy
AP01837.02,Italy
AP01837.04,Italy
AP01837.09,Italy
AP19971.01,Italy
AP01837.05,Italy
AP01837.11,Italy
AP01837.16,Italy
AP05843,Italy
AP05843,Romania
AP05843,Spain
AP05843,Peru
AP05843,Colombia
AP05843,Argentina
AP05843,Brazil
AP05843.12,Romania
AP05843.08,Chile
AP05843.07,Colombia
AP05843.13,Romania
AP05843.15,Global
AP05843.10,Italy
AP05843.11,Romania
AP05843.09,Spain
AP35568,Global
AP06286.01,Argentina
AP06286.05,Brazil
AP06286.03,Chile
AP06286.04,Colombia
AP06286.02,Peru
AP06286,Peru
AP06286,Argentina
AP06286,Chile
AP06286,Colombia
AP06286,Brazil
AP01819,Colombia
AP16932,Italy
AP09332,United States of America
AP09332,Canada
AP09332,USA
AP35125,United States of America
AP35125,USA
AP06364,Global
AP04957,Argentina
AP31928,Italy
AP31928.02,Italy
AP31928.01,Italy
SO00263,Italy
AP36533,Brazil
AP03641,Spain
AP06161.08,Italy
AP07872.42,Italy
AP07231.25,Italy
AP10211,Italy
AP07872.65,Italy
AP06570,Spain
IT00583,Italy
IT00583.01,Italy
AP04530,Spain
AP36501,Peru
AP13071.01,Global
AP35126,Brazil
IT03701,Italy
AP07931.02,Global
AP35893,Global
AP35160.01,Italy
AP36733,Panama
AP04739,Italy
AP06080,Italy
AP04971,Italy
AP07231.08,Italy
AP36735,Guatemala
AP04083,Chile
AP05352.12,Global
AP05352.06,Global
AP05352.15,Global
AP05352.07,Global
AP10451,Spain
AP36038,Brazil
AP04030.03,Spain
AP23271.01,Spain
AP12731.02,Global
IT05883,Italy
AP36729,Colombia
AP05510,Spain
AP05510,Portugal
AP04635,Romania
AP05372,Spain
AP35569,United States of America
AP35569,Canada
AP35569,USA
AP36404,Brazil
AP35722,Chile
AP07872.01,Italy
AP36847,Global
AP36742,Italy
AP07231.13,Italy
DD00083,Global
AP36694,Global
AP36693,Global
IT01241,Italy
AP35141.02,Mexico
AP36549,Global
DD00084,Global
AP23511.07,Global
AP35729,Global
AP36809,Italy
AP23611,Romania
AP31652.08,Global
AP35617.03,Romania
AP35709.03,Romania
AP36323.13,Romania
SO00088,Global
AP06512.06,Italy
AP06512.11,Italy
AP06512.10,Italy
AP06512,Italy
AP06512.07,Italy
AP06512.08,Italy
AP06512.09,Italy
AP36010,Global
AP35738,Brazil
AP35738,Chile
AP35738,Colombia
AP35738,Peru
AP35738,Argentina
AP31491,Brazil
AP31491.01,Brazil
AP36329,Peru
AP36329.02,Peru
AP06263.01,Brazil
AP35738.05,Argentina
AP35738.03,Brazil
AP35738.04,Chile
AP35738.01,Colombia
AP35738.02,Peru
AP13871,Romania
AP09974,Italy
AP35528,Brazil
AP05894,Spain
AP05894.07,Spain
AP05894.09,Spain
AP05894.08,Spain
AP05894.04,Spain
AP05894.06,Spain
AP05894.01,Spain
AP28191.06,Global
AP28191.03,Italy
AP28191.09,Global
AP28191.04,Global
AP28191.08,Global
AP28191.11,Global
AP28191.13,Global
AP28191.16,Global
AP28191.17,Global
AP28191.18,Global
AP28191.22,Global
AP28191.19,Global
AP28191.20,Global
AP28191.21,Global
AP28191.23,Global
AP28191.26,Global
AP28191.24,Global
AP28191.25,Global
AP28191.29,Global
AP28191.30,Italy
AP28191.27,Global
AP28191.28,Global
AP28191,Global
AP01969,Spain
AP01704,Argentina
AP36654,Spain
AP35858,USA
AP35858,United States of America
AP01688,Argentina
IT05804,Italy
AP31692,Global
AP31692.02,Global
AP32397.29,United States of America
AP32397.29,USA
AP32397.29,Canada
AP32397.29,Singapore
AP32397.29,Taiwan
AP32397.29,Poland
AP32397.29,Ireland
AP32397.29,Italy
AP32397.29,Australia
AP32397.27,Italy
AP32397.28,United States of America
AP32397.28,USA
AP31692.01,Global
AP32397.25,Taiwan
AP35821,Brazil
AP35821.01,Brazil
AP36290,United States of America
AP36290,Canada
AP36290,USA
AP05692,Spain
AP05284,Spain
AP05285,Spain
AP05287,Spain
AP05286,Spain
AP05282,Spain
AP03972,Argentina
AP36139,Global
AP36746,Colombia
AP36746.01,Colombia
AP36581,Chile
AP35010.01,Global
AP35010.07,Global
AP04836,Spain
AP05097,Argentina
AP05097.02,Argentina
AP05097.03,Argentina
AP05097.01,Argentina
AP05097.04,Argentina
AP05090,Brazil
AP05090.01,Brazil
AP05090.06,Brazil
AP05090.03,Brazil
AP05090.02,Brazil
AP05090.05,Brazil
AP05089,Chile
AP05089.04,Chile
AP05089.02,Chile
AP05089.06,Chile
AP05089.05,Chile
AP05095,Colombia
AP05095.03,Colombia
AP05095.01,Colombia
AP05095.05,Colombia
AP20371.01,Portugal
AP05095.06,Colombia
AP35081.04,Chile
AP20371.02,Portugal
AP05096,Peru
AP05096.04,Peru
AP05096.06,Peru
AP05096.02,Peru
AP05096.05,Peru
AP05096.03,Peru
AP20371,Portugal
AP35081.02,Brazil
AP35081.07,Brazil
AP35081.06,Brazil
AP35081.01,Colombia
AP35081,Brazil
AP35081,Colombia
AP35081.03,Peru
AP05429,Italy
AP05474,Brazil
IT06033,Brazil
AP17093,Italy
AP36051,Chile
AP06091.02,Global
AP15291,Italy
AP25792,Brazil
AP25792.02,Brazil
AP25792.03,Brazil
AP04534.07,Italy
AP25792.01,Brazil
AP25792.04,Brazil
IT00440.05,Italy
IT00440.05,Romania
IT00440.05,Chile
IT00440.05,Colombia
IT00440.05,Spain
IT00440.02,Spain
IT06416,Italy
IT00440,Italy
IT00440,Romania
IT00440,Chile
IT00440,Colombia
IT00440,Spain
IT00440.01,Chile
IT00440.04,Colombia
IT00440.03,Romania
AP24611.11,Brazil
AP24611.16,Brazil
AP24611.12,Brazil
AP24611.07,Brazil
AP24611.17,Brazil
AP24611.03,Brazil
AP24611.19,Brazil
AP24611.18,Brazil
AP24611.14,Brazil
AP24611.15,Brazil
AP24611.05,Brazil
AP24611.20,Brazil
AP24611.10,Brazil
AP24611.21,Brazil
AP24611.08,Brazil
AP24611.13,Brazil
IT00528,Italy
IT00528.01,Italy
AP24558.11,Brazil
AP24558.10,Brazil
AP24558.12,Brazil
AP24558.13,Brazil
AP24558.14,Brazil
AP24558.09,Brazil
AP24558.15,Brazil
AP24558.16,Brazil
AP24558.46,Brazil
AP24558.47,Brazil
AP24558.44,Brazil
AP24558.48,Brazil
AP24558.60,Brazil
AP24558.03,Brazil
AP24558.59,Brazil
AP03316.08,Russian Federation
AP24558.50,Brazil
AP24558.07,Brazil
AP24558.05,Brazil
AP24558.02,Brazil
AP24558.52,Brazil
AP24558.79,Brazil
AP24558.06,Brazil
AP24558.51,Brazil
AP24558.04,Brazil
AP24558.80,Brazil
AP24558.78,Brazil
AP24558.17,Brazil
AP24558.18,Brazil
AP24558.19,Brazil
AP24558.21,Brazil
AP24558.01,Brazil
AP24558.22,Brazil
AP24558.24,Brazil
AP24558.26,Brazil
AP24558.27,Brazil
AP24558.28,Brazil
AP24558.32,Brazil
AP24558.30,Brazil
AP24558.31,Brazil
AP24558.08,Brazil
AP36220,Global
AP36220.02,Global
AP36220.01,Global
AP10931,Global
AP31969.01,Canada
AP31969.01,United States of America
AP31969.01,USA
AP31969.02,Canada
AP31969.02,United States of America
AP31969.02,USA
AP31969,Canada
AP31969,United States of America
AP31969,USA
AP35923,Mexico
AP35923.01,Mexico
AP35923.02,Mexico
AP35998,Global
AP24559.12,Brazil
AP24559.10,Brazil
AP04755.03,Global
AP04761.20,Italy
AP04534,Italy
AP04534.08,Italy
AP03316,Russian Federation
AP04976,Italy
AP04976.08,Italy
AP04976.07,Italy
AP04976.02,Italy
AP04976.09,Italy
AP04976.06,Italy
AP01711,Argentina
AP01711.03,Argentina
AP01711.08,Argentina
AP01711.07,Argentina
AP01711.02,Argentina
AP01711.04,Argentina
AP01711.05,Argentina
AP01711.01,Argentina
AP02091,Italy
AP14751.03,Romania
AP14751.05,Romania
AP14751.01,Romania
AP14751.08,Romania
AP14751.07,Romania
AP14751.13,Romania
AP14751.12,Romania
AP14751.17,Romania
AP14751,Romania
AP14751.04,Romania
AP14751.06,Romania
AP14751.02,Romania
AP14751.09,Romania
AP14751.10,Romania
AP14751.20,Romania
AP14751.19,Romania
AP14751.14,Romania
AP14751.15,Romania
AP14751.22,Romania
AP14751.21,Romania
AP14751.18,Romania
AP14332,Brazil
AP14332.01,Brazil
AP14332.02,Brazil
AP30091,Brazil
AP30091.03,Brazil
AP30091.02,Brazil
AP30091.01,Brazil
AP30091.05,Brazil
AP30091.04,Brazil
IT06429,Global
AP29653,Brazil
IT02521.01,Global
IT02521,Italy
AP18031,Spain
AP18031.02,Chile
AP18031.02,Brazil
AP18031.02,Colombia
AP18031.02,Argentina
AP18031.02,Peru
AP18031.02,Costa Rica
AP18031.02,Panama
AP18031.02,Guatemala
AP18031.03,USA
AP18031.03,Mexico
AP18031.03,Canada
AP18031.01,Spain
IT03821.06,Global
IT03821,Global
IT03821.02,Global
IT06366,Italy
IT06366.23,Italy
IT06366.13,Italy
IT06366.05,Italy
IT06366.04,Italy
IT06366.11,Italy
IT06366.20,Italy
IT06366.01,Italy
AP04909,Global
AP36602,Global
AP05043,Argentina
AP05136,Brazil
AP05136.01,Brazil
AP05136.02,Brazil
AP36636,Brazil
AP05136.04,Brazil
AP05136.05,Brazil
AP05740,Chile
AP05740.01,Chile
AP05740.02,Chile
AP05735,Colombia
AP05735.01,Colombia
AP05253.01,Peru
AP10671.03,Spain
AP10671.03,Portugal
AP10671.06,Spain
AP10671.06,Portugal
AP10671.13,Spain
AP10671.13,Portugal
AP10671.10,Spain
AP10671.10,Portugal
AP10671.08,Spain
AP10671.08,Portugal
AP10671.05,Spain
AP10671.05,Portugal
AP02247,Italy
AP02247.04,Italy
AP02247.02,Italy
AP02247.01,Italy
IT00367,Italy
AP10671.07,Spain
AP10671.07,Portugal
AP36346,Italy
AP36346,Romania
AP04828,Romania
AP05934,Spain
AP05934.03,Spain
AP05934.02,Spain
AP10671.01,Spain
AP10671.02,Spain
AP10671.02,Portugal
AP10671,Spain
AP10671,Portugal
AP05015,Romania
AP05015.01,Romania
AP05015.06,Romania
AP05015.02,Romania
AP05015.03,Romania
AP05015.04,Romania
AP05015.05,Romania
IT00492,Italy
IT00492.02,Italy
IT00492.01,Italy
AP10671.11,Spain
AP10671.11,Portugal
AP10671.12,Spain
AP10671.12,Portugal
AP10671.14,Spain
AP10671.14,Portugal
AP10671.09,Spain
AP10671.09,Portugal
AP04708,Global
IT00380.01,Italy
IT00380,Italy
IT00380.02,Italy
AP25791,Brazil
AP25791.01,Brazil
AP25791.03,Brazil
AP25791.02,Brazil
AP29653.01,Brazil
AP29653.05,Brazil
AP29653.04,Brazil
AP29653.02,Brazil
AP29653.06,Brazil
AP35760,Global
IT06434,Spain
IT06433,Spain
AP04442,Italy
IT01446,Italy
IT01448,Italy
IT01447,Italy
IT00404,Italy
IT00403,Italy
IT00370,Italy
IT00365,Italy
IT00316,Italy
IT00564,Italy
IT00317,Italy
IT00324,Italy
IT00323,Italy
IT00538,Italy
IT00562,Italy
IT00350,Italy
IT00517,Italy
IT00517.03,Italy
IT00351,Italy
IT00361,Italy
IT00362,Italy
IT00363,Italy
IT00363.01,Italy
IT00363.03,Italy
AP02165,Italy
IT00329,Italy
IT00330,Italy
IT00561,Italy
IT00477,Global
AP04532,Italy
IT00542,Italy
IT00575,Italy
IT00545,Italy
IT06412,Spain
IT06426,Spain
IT06398,Spain
AP05557.05,Peru
AP05557.05,Colombia
AP05557.05,Brazil
AP05557.05,Chile
AP05557.05,Argentina
AP05557.02,Peru
AP05557.02,Colombia
AP05557.02,Brazil
AP05557.02,Chile
AP05557.02,Argentina
AP05557.01,Peru
AP05557.01,Colombia
AP05557.01,Brazil
AP05557.01,Chile
AP05557.01,Argentina
AP05557.08,Peru
AP05557.08,Colombia
AP05557.08,Brazil
AP05557.08,Chile
AP05557.08,Argentina
AP05557.04,Peru
AP05557.04,Colombia
AP05557.04,Brazil
AP05557.04,Chile
AP05557.04,Argentina
AP05557.03,Peru
AP05557.03,Colombia
AP05557.03,Brazil
AP05557.03,Chile
AP05557.03,Argentina
AP05557,Argentina
AP05557,Brazil
AP05557,Chile
AP05557,Colombia
AP05557,Peru
IT00487,Slovakia
IT00489,Slovakia
AP01934,Slovakia
IT00490,Slovakia
IT00494,Italy
IT00338,Italy
IT00495,Italy
IT00496,Italy
IT00497,Italy
IT00498,Italy
IT00557,Italy
AP04708.01,Global
AP06363.01,Italy
AP06363,Italy
AP06363.03,Italy
AP06363.02,Italy
AP32271,Brazil
AP07013,Global
AP07191,Italy
AP07191,Romania
AP07191,Spain
AP07191,Brazil
AP07191,Chile
AP07191,Colombia
AP07191,Peru
AP05136.03,Brazil
AP06520,Chile
AP06520,Colombia
AP05136.06,Brazil
AP02987,Chile
AP05253,Peru
IT05890,Spain
IT00139,Italy
AP35673,United States of America
AP35673,Canada
AP35673,USA
AP04674,Global
AP06326,Global
AP04674.03,Global
AP29592,Italy
AP21112,Spain
AP02094.12,Peru
AP02094.02,Peru
AP02094.03,Peru
IT06144,Italy
AP01691,Argentina
AP02087,Chile
AP18911,Peru
AP35925,Mexico
AP32531.01,Brazil
AP32531,Brazil
AP14353,Brazil
AP01786,Spain
AP03916,Brazil
AP03917,Chile
AP03914,Colombia
AP03915,Peru
AP03919,Brazil
AP07231.22,Italy
AP03973,Argentina
AP36745,Italy
IT05683,Spain
IT05683.13,Spain
IT06102,Spain
IT06102.02,Spain
IT06102.01,Spain
AP36710,Italy
AP04692,Global
AP06571,Italy
AP04542,Chile
AP04540,Colombia
AP04000,Italy
AP04541,Peru
AP03999,Spain
AP08671,Spain
AP23491,Global
AP31693,Global
AP35104.03,Italy
AP35104.02,Italy
AP35104,Italy
AP35104.01,Italy
AP36584,Brazil
AP05475,Brazil
IT06170,Brazil
AP05482,Brazil
IT06104,Brazil
IT05897,Spain
AP04170.13,Brazil
AP04170.07,Brazil
AP04170.12,Brazil
AP04170.09,Brazil
AP04170.18,Brazil
AP04170.02,Brazil
AP04170.17,Brazil
AP04170.03,Brazil
AP04170.19,Brazil
AP04170.01,Brazil
AP04170,Brazil
AP04171,Colombia
IT00592,Italy
AP12471.06,Spain
AP05659,Argentina
AP05658,Brazil
AP35804,Brazil
AP05654,Chile
AP05652,Colombia
AP04526,Italy
AP05653,Peru
AP04528,Romania
AP05651,Spain
AP26651.01,Romania
AP12554.03,Global
AP36308.01,Global
AP36552,USA
AP36552,Canada
DD00095,Global
AP07872.25,Italy
AP06161.14,Global
AP06161.13,Global
AP06161.16,Global
AP06161.15,Italy
AP35781,Global
AP36683,Global
AP10951,Spain
AP10951.01,Spain
AP10951.02,Spain
SO00201,Spain
AP31874,Global
AP18891,Italy
IT00159,Italy
IT02282,Italy
AP35751,Italy
AP04261.18,Global
AP01869,Italy
DD00054,Global
AP30632,Spain
AP02094.09,Peru
IT05924,Brazil
AP02260.06,Spain
AP06952.03,Global
AP06451,Global
AP04713.01,Global
AP36521,Italy
AP35736,Italy
AP04125,Spain
AP04125.03,Spain
AP01841,Italy
AP04977,Colombia
AP17275,Italy
AP25812,Brazil
AP36056,Brazil
IT05897.25,Spain
AP04988,Colombia
AP14131.01,Brazil
AP14131.02,Brazil
AP14131.03,Brazil
AP14131.05,Brazil
AP14131.04,Brazil
AP14131.06,Brazil
AP14131.08,Brazil
AP14131.07,Brazil
AP32414.01,Brazil
AP35075,Brazil
AP14131,Brazil
IT06113,Spain
IT06113,Colombia
IT05897.26,Spain
AP32414,Brazil
AP32415,Brazil
AP02092,Spain
AP12471,Spain
AP36233,Brazil
AP32414.02,Brazil
IT03921,Italy
IT03921.01,Italy
IT03921.02,Italy
AP01847,Italy
AP01847.01,Italy
AP31734,Brazil
AP29691,Spain
AP35522,Brazil
AP05471,Brazil
IT05622,Brazil
AP36744,Brazil
AP09451.05,Global
IT00449,Italy
AP32391,Global
AP36471,Brazil
AP04195,Spain
AP31516,Romania
AP31515,Romania
IT00137.02,Italy
IT00741,Global
IT00104,Italy
AP02195,Spain
AP04273,Spain
IT05990.09,Spain
AP01986,Spain
AP36596,USA
IT05918,Spain
AP01843,Spain
SO00125,Spain
AP01845,Spain
IT05704,Chile
IT05704.02,Chile
IT05704.01,Chile
IT05827,Chile
IT00447,Italy
AP04639,Romania
IT05627,Spain
AP06320,Italy
AP35112,Panama
SO00074,Global
AP35931,Brazil
IT05632,Chile
AP17252,Italy
AP21831,Italy
AP20551.02,Taiwan
AP20551.02,Poland
IT04283,Italy
AP02271,Spain
AP35542,Brazil
AP02145.01,Portugal
AP02145.01,Spain
AP02145,Portugal
AP02145,Spain
AP07872.53,Italy
AP05060.08,Romania
AP36790,Italy
AP04558,Spain
IT05910,Spain
AP10771.04,Italy
IT05920,Chile
AP04216,France
AP01738,Brazil
AP36731,Costa Rica
AP35793.01,Peru
AP36538,Brazil
AP01761.06,Brazil
AP01761.05,Brazil
AP23271,Spain
AP04669,Spain
AP36344,Chile
AP01761.02,Brazil
AP36187,Brazil
AP35887,Argentina
AP36345,Brazil
AP01752,Brazil
AP01756,Brazil
AP01759,Brazil
AP19511,Spain
IT00574,Italy
AP36055,Chile
AP03541,Spain
AP03541,Portugal
AP06161.01,Spain
AP35018,Spain
AP36528,Brazil
AP19711,Brazil
AP36470,Italy
AP36123.04,Global
AP36123.01,Italy
AP36123.05,Global
AP36123.03,Global
AP05685.01,Italy
AP36799,USA
AP31835.02,Global
AP10971.01,Global
AP10971,Global
AP10971.02,Global
AP04026.41,Italy
AP35854.12,Chile
AP35854.11,Colombia
AP04031.19,Spain
AP04026.38,Global
AP35854.08,Chile
AP35854.07,Colombia
AP04026.39,Global
AP35854.10,Chile
AP35854.09,Colombia
AP04031.18,Spain
AP36217,Global
AP36217.01,Global
AP36217.02,Global
AP04026.40,Global
AP36309,Brazil
AP36309.01,Brazil
AP36652,Italy
AP36651,Italy
AP35789,Romania
AP21851,Italy
AP36004,Global
AP36006,Global
AP24331,Brazil
AP11552.17,Global
AP06095.01,Global
AP19551,Italy
AP06362,Romania
AP04026.21,Italy
AP35728,Global
AP16411,Italy
AP30591,Brazil
AP04399.04,Italy
AP04916.02,Italy
SO00171,Italy
IT00037,Italy
AP05872,Chile
AP05872.02,Chile
AP05872.01,Chile
AP04112,Brazil
IT00037.07,Italy
AP04329,Brazil
AP04329.02,Brazil
AP04329.01,Brazil
AP05489,Argentina
AP14011,Colombia
AP12191,Argentina
AP12191,Brazil
AP12191,Chile
AP12191,Colombia
AP12191,Peru
AP12191.06,Argentina
AP12191.10,Brazil
AP12191.04,Chile
AP12191.15,Chile
AP12191.05,Colombia
AP12191.16,Colombia
AP12191.14,Brazil
AP12191.12,Peru
AP12191.17,Peru
AP35817,Argentina
AP35817,Brazil
AP35817,Peru
AP35817,Colombia
AP35817,Chile
AP12191.01,Brazil
AP04817,Spain
IT00466,Italy
IT00155,Italy
AP10391.01,Global
IT05999,Brazil
AP12731.01,Global
AP36053,Chile
AP36674,Colombia
AP36689,Global
SO00033.03,Italy
SO00033.02,Spain
AP36202,Global
AP36267,Mexico
AP05976,Spain
AP05985,Spain
AP05977,Spain
AP05979,Spain
AP05980,Spain
AP05984,Spain
IT04541,Italy
IT04541.02,Italy
AP36763,Spain
SO00008,Global
DD00058,Global
SO00018,Global
AP06520.01,Chile
AP06520.01,Colombia
SO00249.01,Global
SO00249.02,Global
SO00224,Global
SO00098.04,Colombia
SO00098.01,Italy
SO00098.03,Spain
SO00142,Global
SO00044,Italy
SO00014,Global
SO00241,Brazil
SO00015,Italy
SO00065,Spain
AP35518,Global
SO00140.01,Brazil
SO00138.01,Brazil
SO00137.01,Brazil
SO00010.01,Chile
SO00165.01,Colombia
SO00070.01,Peru
SO00097.01,Romania
SO00048.01,Spain
SO00140,Brazil
SO00138,Brazil
SO00137,Brazil
SO00010,Chile
SO00165,Colombia
SO00070,Peru
SO00097,Romania
SO00048,Spain
SO00033,Global
SO00033.05,Chile
SO00033.01,Colombia
SO00199,Global
SO00007,Global
SO00004,Global
SO00123,Global
AP35676,Italy
SO00133,Global
SO00173,Global
SO00106,Global
AP35546,Global
SO00151,Global
SO00210,Italy
SO00210.01,Italy
SO00115.01,Global
SO00115.02,Global
